mibig_accession	organism_name	ncbi_tax_id	smiles	inchikey	no_stereo_inchikey	compound_name	molecular_formula
BGC0000198	Salinispora arenicola CNB527	1137250	CC1=CC2=C(C(O)=C1C(OC)=O)[C@]3(C(C4=CC5=C(C(O)=C4C([C@]3(CC2)OC)=O)C(C=C(C5=O)N[C@@H]6[C@@H]([C@H]([C@H]([C@@H](O6)C)O)O)OC)=O)=O)O	VACDYOFFZQTSPN-HAKWYHDRSA-N	VACDYOFFZQTSPN	arenimycin A	C33H33NO14
BGC0000872	Streptomyces sp. SANK 60405	689687	CCCCCCCCCCCCCC(CC(=O)OC1CN(C)C(C(OC2OC(CN)C(O)C2O)C2OC(C(OS(O)(=O)=O)C2O)N2C=CC(=O)NC2=O)C(=O)N(C)C1C(O)=O)OC(=O)CC(C)CC(=O)OC1OC(C)C(OC)C(OC)C1OC	QEIIFQMHVIQJFR-UHFFFAOYSA-N	QEIIFQMHVIQJFR	A-90289 A	C53H87N5O25S
BGC0000872	Streptomyces sp. SANK 60405	689687	COC1C(C)OC(OC(=O)CC(C)CC(=O)OC(CCCCCCCCCCC(C)C)CC(=O)OC2CN(C)C(C(OC3OC(CN)C(O)C3O)C3OC(C(OS(O)(=O)=O)C3O)N3C=CC(=O)NC3=O)C(=O)N(C)C2C(O)=O)C(OC)C1OC	ICPWKXYVIFCCOW-UHFFFAOYSA-N	ICPWKXYVIFCCOW	A-90289 B	C53H87N5O25S
BGC0001131	Xenorhabdus miraniensis	351674	CC(C)C[C@@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CC=CC=C2)NC1=O	HMXRHVCZYGEXRQ-JYMVZIKVSA-N	HMXRHVCZYGEXRQ	ambactin	C38H54N8O8
BGC0000700	Streptomyces tenjimariensis	29308	CNC1C(CC(C(C1O)OC2C(CCC(O2)CN)N)N)OC	LVWCJJGPEHPHJN-UHFFFAOYSA-N	LVWCJJGPEHPHJN	istamycin	C14H30N4O4
BGC0000084	Streptomyces sp. CS684	272618	CCC(=O)OC(C(C)C1OC2(CCC(C)(O2)C2CCC(C)(O2)C2OC(CC2C)C2OC(O)(CO)C(C)CC2C)CC(O)C1C)C(C)C(O)=O	ZNBNBTIDJSKEAM-UHFFFAOYSA-N	ZNBNBTIDJSKEAM	laidlomycin	C37H62O12
BGC0000138	Streptomyces diastaticus	1956	CCC[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](CCCC(=O)C[C@H]([C@@H](C(=O)O1)CC)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	AWGBZRVEGDNLDZ-JCUCCFEFSA-N	AWGBZRVEGDNLDZ	rimocidin	C39H61NO14
BGC0001241	Claviceps fusiformis	40602	C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C	XCGSFFUVFURLIX-VFGNJEKYSA-N	XCGSFFUVFURLIX	ergotamine	C33H35N5O5
BGC0000514	Staphylococcus gallinarum	1293	CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H]1CSC[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCCN)CC2=CC=CC=C2)CC(C)C)C(=O)N[C@@H]3[C@@H](SC[C@@H](NC(=O)CNC(=O)[C@@H]4CCCN4C3=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N/C(=C/C)/C(=O)NCC(=O)N[C@@H]5CSC[C@@H]6C(=O)N/C=C/SC[C@H](C(=O)N[C@H](C(=O)N6)CC7=CC=C(C=C7)O)NC(=O)[C@@H](NC(=O)[C@@H](NC5=O)CC8=CC=CC=C8)CC(=O)N)C)N	AHMZTHYNOXWCBS-PCUVAHMGSA-N	AHMZTHYNOXWCBS	gallidermin	C98H141N25O23S4
BGC0000877	Streptomyces cacaoi subsp. asoensis	249586	C/C=C\1/CN([C@@H]1C(=O)O)C(=O)[C@H]([C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C(=O)NC3=O)CO)O)O)NC(=O)[C@H]([C@@H]([C@H](COC(=O)N)O)O)N	PQAGMWMKVWTHJU-ATETYRDMSA-N	PQAGMWMKVWTHJU	polyoxin A	C23H32N6O14
BGC0000877	Streptomyces cacaoi subsp. asoensis	249586	O=C(N1)C=CN([C@H]2[C@H](O)[C@H](O)[C@@H]([C@H](NC([C@@H](N)[C@H](O)[C@@H](O)COC(N)=O)=O)C(N([C@@H]/3C(O)=O)CC3=C/C)=O)O2)C1=O	ABZGUBNFEGMGPE-MQNVTSSDSA-N	ABZGUBNFEGMGPE	polyoxin H	C22H30N6O13
BGC0001124	Aspergillus niger ATCC 1015	380704	CCCCC\C=C\C=C\C1=C(O)C(=O)C2=C(O1)C(=C)N(C)C2=O	ITJJIMKGOLMIJY-BNFZFUHLSA-N	ITJJIMKGOLMIJY	pyranonigrin E	C18H21NO4
BGC0001038	Nonomuraea spiralis	46182	CO[C@H]1[C@H](O)[C@@H](O)[C@@H](C=C1CO)N1C(Cl)=CC2=C1OC1=C(C(O)=C(Cl)C=C1C)C2=O	JPPZZIRKTBZEAJ-JLBIYAHBSA-N	JPPZZIRKTBZEAJ	pyralomicin 1a	C20H19Cl2NO7
BGC0000468	Streptomyces bottropensis	42235	[H][C@@]12[C@H](C)CCN1C(=O)CN\C(=N/[C@H](C(=O)N[C@@H]([C@@H](C)C1=CC=CC=C1)C(=O)N[C@H](CC(=O)OC)C1=NC=CS1)C(C)(C)C)[C@@H](NC(=O)[C@@H](NC2=O)C(C)C)C(C)(C)C	KSIZLOPUXFSFNR-XZNJZDOZSA-N	KSIZLOPUXFSFNR	bottromycin A2	C42H62N8O7S
BGC0001099	Pseudomonas fluorescens	294	CC(C\C=C\C=C/CCC(=C)CC(C)C\C(C)=C\C(O)=O)CC(=O)CC(O)CNC(=O)C(C)C(C)OC(N)=O	GENAAYFYLGYPIQ-JOPGMDTFSA-N	GENAAYFYLGYPIQ	kalimantacin A	C30H48N2O7
BGC0001200	Streptomyces sp. NBRC 109706	1550035	CCCC\C=C\C1=C(/C=C/CC(O)=O)C=CC(C)=C1	BPISPUIKHXBPSU-CDJQDVQCSA-N	BPISPUIKHXBPSU	lorneic acid A	C17H22O2
BGC0001502	Aeromonas hydrophila subsp. hydrophila ATCC 7966	380703	N[C@@H](CCCCNC(=O)CNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CCCCNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	AQVANOYBWBHIEH-QKDODKLFSA-N	AQVANOYBWBHIEH	amonabactin P 750	C37H46N6O11
BGC0000635	Paracoccus sp. N81106	81397	C[C@H](CCCCC(C)CCC[C@@H](C)CCCC(C)CCC=C(C)C)CCC[C@H](C)CCC[C@H](C)CCCC(C)(C)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	MQXYWDPDLKUSFB-HOOXQTDMSA-N	MQXYWDPDLKUSFB	carotenoid	C46H90O6
BGC0000906	Heliophilum fasciatum	35700	[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]	YTCKFKAUGWIMPJ-WVLIHFOGSA-L	YTCKFKAUGWIMPJ	heme D1	C34H30FeN4O10
BGC0001024	Stigmatella aurantiaca DW4/3-1	378806	COC(\C=C\C1=CSC(=N1)C1=CSC(=N1)C(C)\C=C\C=C\C(C)C)C(C)C(\OC)=C/C(N)=O	XKTFQMCPGMTBMD-ARYLOLAOSA-N	XKTFQMCPGMTBMD	myxothiazol	C25H33N3O3S2
BGC0001072	Streptomyces antibioticus	1890	C[C@H]1O[C@H](C[C@@H](OC(=O)\C=C\C=C\C=C\C=C\C(=O)NC2=C(O)C3=C(OC2=O)C(Cl)=C(O)C=C3)[C@@H]1OC(C)=O)C1=CC=C2C(=O)C34OC3(C(O)CC3(O)CC(C)=CC(=O)C43O)C(O)C2=C1O	PLEGMCYXNQPJNV-TYXWGSLYSA-N	PLEGMCYXNQPJNV	simocyclinone D8	C46H42ClNO18
BGC0000724	Streptomyces griseus subsp. griseus NBRC 13350	455632	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O	UCSJYZPVAKXKNQ-HZYVHMACSA-N	UCSJYZPVAKXKNQ	streptomycin	C21H39N7O12
BGC0001484	Actinomadura sp. ATCC 39365	1676613	C1[C@H](C2=C(NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)Cl)O/C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)N	BIJKEIIWFILUFX-COBSUARPSA-N	BIJKEIIWFILUFX	2'-chloropentostatin	C21H27ClN10O7
BGC0001484	Actinomadura sp. ATCC 39365	1676613	N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C1N=CN=C2N	CQKMBZHLOYVGHW-QYYRPYCUSA-N	CQKMBZHLOYVGHW	2'-amino-2'-deoxyadenosine	C10H14N6O3
BGC0000593	Microcystis aeruginosa MRC	507735	CCC(C)C(NC(C)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H]1[C@@H](C)OC(=O)CC2NC(=O)[C@@H]3COC(=O)CC[C@@H](NC(=O)[C@H](CC4=CNC5=C4C=CC=C5)NC2=O)C(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)C(CCCNC(N)=N)NC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N3)C(=O)N[C@@H](CC1=CC2=C(N1)C=CC=C2)C(O)=O	UJWZCJCSZSBGRS-DCVOKETJSA-N	UJWZCJCSZSBGRS	microviridin J	C80H105N19O22
BGC0000368	Streptomyces sp. ATCC 700974	668825	C[C@H]1OC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)C2=CC=CC(O)=C2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)C2=CC=CC(O)=C2O)[C@@H](C)OC(=O)[C@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)C1=CC=CC(O)=C1O	WLSGYSOOUFLHHA-XKCQZYHGSA-N	WLSGYSOOUFLHHA	streptobactin	C51H69N15O18
BGC0001233	Streptomyces sp. DSM 11171	1740725	CC(C)C(NC(=O)C(NC(=O)C(N)C1=CC=C(O)C=C1)C1=CC(O)=CC(O)=C1)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(O)=O)C(O)=O)C1=CC=C(O)C=C1)C1=CC(O)=CC(O)=C1)C1=CC(O)=CC(O)=C1)C1=CC=C(O)C=C1)C1=CC(O)=CC(O)=C1)C1=CC=C(O)C=C1)C1=CC(O)=CC(O)=C1	QJQKBRUTBCTBKE-UHFFFAOYSA-N	QJQKBRUTBCTBKE	feglymycin	C95H97N13O30
BGC0001049	Beauveria bassiana	176275	CCC(C)\C=C(/C)\C=C\C(=O)C1=C(O)C(=CN(O)C1=O)C1=CC=C(O)C=C1	YELFBSBOFKWHSL-QDPFKYGGSA-N	YELFBSBOFKWHSL	tenellin	C21H23NO5
BGC0001828	Streptomyces griseus	1911	CCCC(C)\C=C(/C)C(O)C(C)\C=C\CCC(O)C(C)C(O)C(C)C(O)C(C)C1OC(CCC1C)C(C)C(O)=O	XMCIULDTDFJACK-YADMGGFDSA-N	XMCIULDTDFJACK	griseochelin	C33H60O7
BGC0001635	Nonomuraea sp. ATCC 55076	1909395	NC(CC1=CC=C(O)C=C1)C(=O)NC1CC2=CNC3=C2C=CC(=C3)C2=CC3=CC(OC4=CC=C(CC5NC(=O)C(NC(=O)C3NC(=O)C(NC1=O)C1=CC(O)=CC(O)=C1)C1=CC=C(OC3=C(O)C=CC(=C3)C(NC5=O)C(O)=O)C(Cl)=C1)C=C4)=C2O	UFHMIPMOTWJTKL-UHFFFAOYSA-N	UFHMIPMOTWJTKL	kistamicin A	C61H51ClN8O15
BGC0000163	Streptomyces longisporoflavus	28044	C[C@@H]1CCC[C@@H]([C@H]1[C@H](C)/C(=C\2/C(=O)COC2=O)/O)/C=C(\CO)/[C@H]3[C@@H](CC[C@H](O3)/C=C/[C@H](C)[C@H]4[C@H](C[C@@H](O4)[C@H](C)OC)C)C	XZJAKURZQBNKKX-QFQDJZPHSA-N	XZJAKURZQBNKKX	tetronasin	C35H54O8
BGC0001305	Fusarium fujikuroi IMI 58289	1279085	CCC(C)C(=C1C(=O)C(C(OC1=O)C)CO)O	BCBQFBBPTBVSKT-UHFFFAOYSA-N	BCBQFBBPTBVSKT	fujikurin B	C12H18O5
BGC0001305	Fusarium fujikuroi IMI 58289	1279085	CCC(C)C(=C1C(=O)C(C(OC1=O)C)C)O	HRHXOJYXAMLRQF-UHFFFAOYSA-N	HRHXOJYXAMLRQF	fujikurin C	C12H18O4
BGC0001305	Fusarium fujikuroi IMI 58289	1279085	CCC(C)C(\O)=C1/C(=O)OC(C)C(C)C1=O	HRHXOJYXAMLRQF-MDZDMXLPSA-N	HRHXOJYXAMLRQF	fujikurin D	C12H18O4
BGC0000823	Lechevalieria aerocolonigenes	68170	CO[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO	QEHOIJJIZXRMAN-QZQSLCQPSA-N	QEHOIJJIZXRMAN	rebeccamycin	C27H21Cl2N3O7
BGC0000006	Aspergillus flavus	5059	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	XWIYFDMXXLINPU-UHFFFAOYSA-N	XWIYFDMXXLINPU	aflatoxin	C17H12O7
BGC0001051	Sorangium cellulosum	56	CCCCCC\C1=C/C2=CSC(=N2)C(C)C(O)CC(O)\C=C\C=C/CC(OC1=O)C(O)C(O)C(C)C(O)C(\C)=C\C(\C)=C\C	CGUNOWXWUXNOPE-HGDLVAKTSA-N	CGUNOWXWUXNOPE	thuggacin A	C35H53NO7S
BGC0001448	uncultured bacterium	77133	C[C@@H]1C[C@H]2C(=O)NC([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N2C1)C(C)C)C(C)C(=O)O)CC(=O)O)C(C(=O)O)O)CCCCN)C(C)C)NC(=O)[C@H](C(C)C(=O)O)NC(=O)/C=C/C=C\CCC(C)C)C	USNOUEMKNKRWQT-ORRWAHHJSA-N	USNOUEMKNKRWQT	malacidin A	C56H88N12O20
BGC0001448	uncultured bacterium	77133	CCC(C)CC/C=C\C=C\C(=O)N[C@@H](C(C)C(=O)O)C(=O)N[C@H]1C(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CCCCN)C(C(=O)O)O)CC(=O)O)C(C)C(=O)O)C(C)C)C)C	SMTCDPMWINUUKC-AVBBYWJWSA-N	SMTCDPMWINUUKC	malacidin B	C57H90N12O20
BGC0000687	Diaporthe amygdali	1214568	C[C@]12CCCC([C@@H]1CC[C@]34[C@@H]2CCC(C3)[C@](C4)(C)O)(C)C	FZSRMADKTOBCNT-OQKWZCIFSA-N	FZSRMADKTOBCNT	phyllocladan-16α-ol	C20H34O
BGC0000907	Streptomyces lincolnensis	1915	CCC[C@@H]1C[C@@H](C(N[C@H]([C@H](O)C)[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O2)=O)N(C)C1	OJMMVQQUTAEWLP-KIDUDLJLSA-N	OJMMVQQUTAEWLP	lincomycin	C18H34N2O6S
BGC0001865	Parastagonospora nodorum SN15	321614	CC(C1C(C2=C(C(=C3C(=O)C=C(C4=C5C(=CC(=O)C6=C(C(=C1C(=C56)C2=C43)OC)O)OC)OC)O)OC)C(C)O)O	ZMNNNJBGHWVPLI-UHFFFAOYSA-N	ZMNNNJBGHWVPLI	elsinochrome C	C30H28O10
BGC0000905	Heliobacillus mobilis	28064	[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]	YTCKFKAUGWIMPJ-WVLIHFOGSA-L	YTCKFKAUGWIMPJ	heme D1	C34H30FeN4O10
BGC0000106	Streptomyces sp. CS	876169	C[C@H]1\C=C\C=C/C=C(C)\C(=O)NC2=C(Cl)C(=O)C3=C(C=C(C)C(O)=C3C(=O)\C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)\C=C\[C@@H](O)C\C=C(C)\C(=O)C[C@@H]1O)C2=O	AXEGRHYJHHPVDH-UMKVKWLOSA-N	AXEGRHYJHHPVDH	naphthomycin A	C40H46ClNO9
BGC0001630	uncultured Candidatus Entotheonella sp.	312019	NC(=N)NCCC[C@@H](NC(=O)C[C@H](O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)[C@H](O)CC1=CC=CC=C1)C(=O)N[C@H]([C@H](O)C1=CC=CC=C1)C(O)=O	WUXSZVRSSSITPJ-LHXUXNRLSA-N	WUXSZVRSSSITPJ	kasumigamide	C40H50N8O9
BGC0000688	Diaporthe amygdali	1214568	C/C(=C\COP(=O)(O)OP(=O)(O)O)/CC[C@H]1C(=C)CC[C@@H]2[C@@]1(CCCC2(C)C)C	JCAIWDXKLCEQEO-ATPOGHATSA-N	JCAIWDXKLCEQEO	copalyl diphosphate	C20H36O7P2
BGC0000673	Aspergillus nidulans FGSC A4	227321	CC1(C)CCC[C@]2(C)C3CC[C@@](C)(C=C)C=C3CC[C@@H]12	XDSYKASBVOZOAG-KSRCZVEISA-N	XDSYKASBVOZOAG	pimara-8(14),15-diene	C20H32
BGC0000281	Pseudomonas fluorescens	294	CC(=O)C1=C(C(=C(C=C1O)O)C(=O)C)O	PIFFQYJYNWXNGE-UHFFFAOYSA-N	PIFFQYJYNWXNGE	2,4-diacetylphloroglucinol	C10H10O5
BGC0001667	Fischerella sp. CENA161	548826	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	ZYZCGGRZINLQBL-GWRQVWKTSA-N	ZYZCGGRZINLQBL	microcystin-LR	C49H74N10O12
BGC0001667	Fischerella sp. CENA161	548826	CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O	NCIZAPYSXYPFOU-POWPIGGBSA-N	NCIZAPYSXYPFOU	microcystin-FR	C52H72N10O12
BGC0001667	Fischerella sp. CENA161	548826	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	DIAQQISRBBDJIM-DRSCAGMXSA-N	DIAQQISRBBDJIM	microcystin-LA	C46H67N7O12
BGC0001667	Fischerella sp. CENA161	548826	C[C@H]1[C@@H](NC(=O)C(NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)(C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	MGGRDOJGYXQAGY-JBBKKQAGSA-N	MGGRDOJGYXQAGY	microcystin-LAba	C47H69N7O12
BGC0001667	Fischerella sp. CENA161	548826	C[C@@H](/C=C(\C)/C=C/C([C@H](C)C(=O)N(C)[C@H](CC[C]=O)C(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](C)[C@H](C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N)[C@H](CC1=CC=CC=C1)OC	TUHOUIVPEYZMHY-YOPAGSBUSA-N	TUHOUIVPEYZMHY	microcystin-LM	C48H72N7O12S
BGC0001667	Fischerella sp. CENA161	548826	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)C(NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CC(C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	GLDUYXHQWLQPRR-IIERUUKBSA-N	GLDUYXHQWLQPRR	microcystin-LL	C49H73N7O12
BGC0000440	Actinoplanes teichomyceticus	1867	C1[C@@H]2C(=O)N[C@@H](C3=CC(=CC(=C3)O)OC4=C(C=CC(=C4)[C@H](C(=O)N2)N)O)C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)[C@H]([C@H]8C(=O)NC(C9=CC(=CC(=C9C2=C(C=CC(=C2)[C@H](C(=O)N8)NC5=O)O)O)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl	DKVBOUDTNWVDEP-OIBGNKEOSA-N	DKVBOUDTNWVDEP	teicoplanin	C58H45Cl2N7O18
BGC0000539	Staphylococcus warneri	1292	CCC(C)C(NC(=O)C(CC(O)=O)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CCC(O)=O)NC(=O)C(N)CCSC)C(C)C)C=O	HAFVLPSGNZHBMQ-UHFFFAOYSA-N	HAFVLPSGNZHBMQ	nukacin ISK-1	C49H87N13O16S2
BGC0001316	Lotus japonicus	34305	CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	QLTCHMYAEJEXBT-ZEBDFXRSSA-N	QLTCHMYAEJEXBT	linamarin	C10H17NO6
BGC0001316	Lotus japonicus	34305	CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	WEWBWVMTOYUPHH-QHAQEBJBSA-N	WEWBWVMTOYUPHH	lotaustralin	C11H19NO6
BGC0001648	Streptomyces sp.	1931	[H][C@@](C)(CCC1=C(C(O)=O)C(O)=C(C)C=C1)[C@]([H])(O)[C@]([H])(C)C(=O)[C@]([H])(CC)[C@@]1([H])O[C@@](CC)(C[C@@H]1C)[C@@]1([H])CC[C@](O)(CC)[C@H](C)O1	BBMULGJBVDDDNI-OWKLGTHSSA-N	BBMULGJBVDDDNI	lasalocid	C34H54O8
BGC0000238	Streptomyces rishiriensis	68264	CO[C@]12CC(=O)O[C@]11C(=O)C3=C(O)C4=C5CN(C)C(=O)C5=C(O)C=C4C=C3C(=O)[C@@]1(CO2)O[C@H]1CC[C@H](O)[C@H](C)O1	XFQJOLWXLJXJSV-VUAGTGNDSA-N	XFQJOLWXLJXJSV	lactonamycin	C28H27NO12
BGC0000377	Bacillus sp. NK2003	1010692	[H][C@]1(N=C[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O)C(C)C)C(C)C)[C@@H](C)O	HLSBKABOQXRVQW-ICZSIEETSA-N	HLSBKABOQXRVQW	koranimine	C44H65N7O7
BGC0000417	Rhodococcus jostii RHA1	101510	CC(OC(=O)[C@@H](N)CCCN(O)C=O)[C@H](NC(=O)C1=C(O)C(O)=CC=C1)C(=O)N[C@@H](CCCN(O)C=O)C(O)=O	JFONHXNWLVUYOJ-XGSMPJOYSA-N	JFONHXNWLVUYOJ	rhodochelin	C23H33N5O12
BGC0001513	Actinobacteria bacterium	1883427	CC1=CC(=CC2=C1[C@@H]3C4=C(C[C@@](O3)(O2)C)C=C5C(=C4O)C(=O)C6=C(C=C(C=C6C5(C)C)O)O)O	MDUGEFRGUDVHQH-XNMGPUDCSA-N	MDUGEFRGUDVHQH	anthrabenzoxocinone	C27H24O7
BGC0000458	Streptomyces vinaceus	1960	C1[C@@H](N=C(NC1[C@@H]2C(=O)NC[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@@H](CCCN)N)N)O.OS(=O)(=O)O	AQONYROJHRNYQQ-UTLOBJAISA-N	AQONYROJHRNYQQ	viomycin	C25H45N13O14S
BGC0001499	Pantoea ananatis	553	CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O	KDHHWXGBNUCREU-HOTGVXAUSA-N	KDHHWXGBNUCREU	aerobactin	C22H36N4O13
BGC0001322	Solanum lycopersicum	4081	CC(=CCCC(C)(C(=O)CC[C@@]1(C2CC3C1(C3C2)C)C)O)C	QSUSRIKETCUEAR-RHAKXUACSA-N	QSUSRIKETCUEAR	lycosantalonol	C20H32O2
BGC0000644	Dietzia sp. CQ4	370437	C[C@H](CCCCC(C)CCC[C@@H](C)CCCC(C)CCC=C(C)C)CCC[C@H](C)CCC[C@H](C)CCCC(C)(C)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	MQXYWDPDLKUSFB-HOOXQTDMSA-N	MQXYWDPDLKUSFB	carotenoid	C46H90O6
BGC0001285	Pseudomonas putida	303	CCCCCCC1=C(O)CC(CCCCC)OC1=O	KNHVGVOCIWZQPY-UHFFFAOYSA-N	KNHVGVOCIWZQPY	pseudopyronine A	C16H28O3
BGC0001285	Pseudomonas putida	303	CCCCCCCC1=CC(=O)C(O)(CCCCCC)O1	JPBZVOIXIPLNNZ-UHFFFAOYSA-N	JPBZVOIXIPLNNZ	pseudopyronine B	C17H30O3
BGC0000022	Aspergillus nidulans FGSC A4	227321	CCC(C)C=C(C)C=CC(=O)C1=C2CC(O)C(C)(O)C(=O)C2=CO1	ZNGSMORVYUMUDS-UHFFFAOYSA-N	ZNGSMORVYUMUDS	asperfuranone	C19H24O5
